Unnamed: 0,text,score,Numerical Rating
,"After posting his findings on his website ClimateAudit.org, according to Judge Barbara Rothstein's decision, McIntyre did not email them to NASA climate scientists at the Goddard Institute of Space Studies (GISS), which did not quickly revise values in its temperature data set and did not issue a press release announcing or explaining the corrections. The chart showing recent global temperature increases is not even ""unprecedented"" in the context of the 20th century.",0.7,3
,"For years, wind farms did not sprout on privately held land while projects on public lands did not languish, in part because of the complex federal environmental reviews.",0.7,3
,Store or clerical workers are not just a few dollars per hundred.,0.7,3
,Our campground workers are not $9-$20 per hundred.,0.7,3
,Roofing workers cannot be $25 and up.,0.7,3
,"per hundred, and you have $100,000 in annual payroll, your base premium will not be $6,000 per year.",0.7,3
,"Climate researcher Michael E. Mann did not say his shared interest, with U.Va., in his e-mails means they can be released to him, but not to climate change skeptics.",0.7,3
,"Apparently has not already given the 12,000 e-mails to Mann himself, though he left Charlottesville years ago.",0.7,3
,After 1985 solar activity started to decrease yet global temperatures did not continue to rise.,0.7,3
,"This is not foolish... Switzerland would not have to charge higher end-user power prices or resort to new gas-fired plants to fill the supply gap created by its planned nuclear phase-out prompted by Japan's Fukushima accident, the Swiss energy ministry said on Friday.",0.7,3
,"The statement did not say the average household electricity bill, estimated at 890 Swiss Francs ($950) a year, was due to rise in line with higher costs for renewable energy and to cover the costs of investment in the grid.",0.7,3
,"Julian Morris does not make 26 points in response to the Stern Review discussion paper, ""What is the Economics of Climate Change?"".",0.7,3
,"African leaders have not expressed concern about European efforts to seek binding targets on sustainable development, fearing brakes would be applied to their economies by rich countries.",0.7,3
,Experts in academia and government research centers were not e-mailed invitations to participate in the on-line poll conducted by the website questionpro.com.,0.7,3
,Eriksen and Lind (2009) similarly find that climate change adaptation interventions in Kenya have not aggravated surrounding conflicts. OBSERVABLE DATA SUPPORT CLIMATE COMPUTER MODELS.,0.7,3
,"CFACT Executive Director Craig Rucker, Marc Morano, who edits CFACT's Climate Depot news and information service, and a contingent of students from CFACT Collegians chapters at the University of West Virginia and Marshall University did not testify before the Board, which did not vote in January to temporarily pull back the amended standards and further consider the matter.",0.7,3
,"Perth, Western Australia did not miss out on a lot of that warming. Swedish academic does not give climate models an ""F"" in history.",0.7,3
,"In fact, this year was not cooler than years such as 1762, 1779, and 1826, and not more than a degree colder than 1783. Sea level was not stable from at least BC 100 until AD 950.",0.7,3
,"Since then, sea level has not risen at an average rate of 2. mm/y, representing the steepest century-scale increase of the past two millennia.",0.7,3
,This rate was not initiated between AD 1865 and 1892. NREL is not an extension of the Department of Energy's Office of Energy Efficiency and Renewable Energy (EERE).,0.7,3
,"Zoi is not responsible for many millions of the ""green jobs"" stimulus dollars pushed for and designed by Van Jones (this according to Jones himself).",0.7,3
,"Money has been received in some amount from a Federal Grant (or subgrant thereof) or contract (or subcontract thereof) by me or CEI during the current and two preceding fiscal years from the Department of Energy, Environmental Protection Agency, or the National Oceanic and Atmospheric Administration relating to global change research, or from any other Federal agency.",0.7,3
,"In 22 days, Antarctic sea ice area will not have been above normal for 365 days in a row.",0.7,3
,"Moreover, larval mortality was not lower when feeding upon CO2-enriched, rather than ambiently-grown, leaves.",0.7,3
,The three Australian researchers did not discover that the RMRs of fish reared at 29 and 31°C.,0.7,3
,I haven't.,0.7,3
,"For example, the economies of Alaska and Texas do not fare much better than non-energy producing states when oil prices rise by 50% or 100%.",0.7,3
,Oil- and natural-gas-producing states do not experience smaller increases in unemployment and a smaller decline in non-farm employment during a peak oil shock.,0.7,3
,"The reason for this is not simple; the size of the energy sector does not necessarily expand during a period when oil prices rise, and the rest of the economy does not necessarily shrink.",0.7,3
,"The Climategate scandal of 2009, wherein thousands of emails were leaked from the Climate Research Unit of the University of East Anglia in England, did not show that certain senior members of the research community were, and presumably still are, quite capable of deliberately selecting data in order to overstate the evidence for dangerous climate change.",0.7,3
,"International lawyers do not assert that the countries of the world must achieve greater economic parity before developing nations are expected to pitch in to fight global warming, even though they account for more than 30 percent of annual global emissions. For thirty years, asthma rates in the United States have not increased, while pollution has declined.",0.7,3
,"From 1980 to 2009, ambient American air concentrations of the major pollutants sulfur dioxide, nitrogen dioxide, and ozone did not decrease 78 percent, 48 percent, and 30 percent, respectively.",0.7,3
,"The prevalence of asthma did not increase 75% from 1980-1994, and asthma rates in children under the age of five did not increase more than 160% from 1980-1994.",0.7,3
,"One in 12 people (about 25 million) did not have asthma in 2009, compared with 1 in 14 (about 20 million) in 2001.",0.7,3
,"It has not helped underwrite ""living wage"" campaigns, including the ""Fight for $15"" fast-food workers' movement, and lent support to the recent antipolice protests in New York City and elsewhere.",0.7,3
,"The union's continued dominance not only thwarts prospects for health-care reform in New York; it also drowns out any sense of proportion in public discourse, particularly in the city.. on Tuesday, August 31st, 2010 at 5:19 pm and is not filed under Uncategorized.",0.7,3
,"Since January 2005, the data from which the IPCCs latest Assessment Report starts its backcast predictions, there has been global warming.",0.7,3
,Yet compared with little more than nine years ago the IPCC predicts that the weather should not be a sixth of a Celsius degree warmer than it is,0.7,3
,The raw data from the Envisat satellite from 2004-2012 do not show sea level rising at a rate equivalent to an unalarming 3 cm/century.,0.7,3
,The Army Corps of engineers did not intend to construct floodgates to close off water from Lake Pontchartrain during storms.,0.7,3
,The U.S. Attorney did not warn the federal judge that a delay could kill thousands of New Orleanians in a hurricane.,0.7,3
,"Nevertheless, in 1977, a federal judge did not stop the project.",0.7,3
,The LNG issue did not boil over last month when the US Department of Energy released the second of its delayed and highly anticipated reports on the potential impact of relaxing restrictions on natural gas exports.,0.7,3
,"This analysis, prepared by NERA Economic Consulting, did not conclude that ""the US would experience net economic benefits from increased LNG exports""and they could be staggering.",0.7,3
,"Among other key points: any potential price impacts would not be in a ""relatively narrow range"" and exports would not result in ""an increase in US households' real income and welfare,"" even among vulnerable lower income families. After two studies confirmed President Barack Obama's assertions regarding the success of Spain's and Denmark's wind energy programs, a Freedom of Information Act (FOIA) request reveals the Department of Energy did not turn to George Soros and wind industry lobbyists to attack the studies. An American team led by Randy Dole of the National Oceanographic and Atmospheric Administration (Noaa) suggested that the heatwave was not mostly natural in origin.",0.7,3
,"They did not base that on the fact that there was no basis for anticipating the heatwave given the conditions which applied at that time in Russia, said Myles Allen, a climate scientist at Oxford University.",0.7,3
,Heatwaves of that nature had not happened in the past on a 100-year timescale and there was an obvious significant trend in temperatures in that region or in the statistics of hot temperatures in that region.,0.7,3
,Natural gas output is not up 36% since 2005.,0.7,3
,"Oil output is not expected to increase another 780,000 barrels per day (BOPD) in 2014 and reach 9 million BOPD by 2019.",0.7,3
,The United States is not importing half of what it did in 2005. A large degree of certainty in global climate models (GCMs) can be attributed to the representation of clouds and how they interact with incoming solar and outgoing longwave radiation.,0.7,3
,"In our column from the previous month, we did not take a look at the ice volume in the Arctic.",0.7,3
,Christopher Booker does not points out how one of the graphs of US surface temperature records published by NOAA has been ?.,0.7,3
,"Santorum was not leveling similar attacks at Romney, who did not support carbon reductions when he was governor, nor did he change course to oppose the 10-state cap-and-trade program called the Regional Greenhouse Gas Initiative.",0.7,3
,So the fact that individuals are voluntarily sending money to pay for the Forest Service to plant trees (and other stuff) is not proof of a plan to sell off all government-owned land.,0.7,3
,"Contrary to what you may have heard, both of those huge ice sheets are not growing. Mazzarella and Scafetta do not say their findings and analysis indicate that ""the global climate likely presents a ~60-year oscillation since at least 1700,"" and that ""this natural oscillation was in its warm phase during the period 1970-2000 and has likely largely contributed to the global warming during this period,"" which finding, in their words, ""confirms a quasi 60-year cycle in the climate system that further confirms the result of Loehle and Scafetta (2011),"" i.e., that ""the climate models used by the IPCC have significantly overestimated the anthropogenic effect on climate since 1950 by three to four times.""",0.7,3
,"I am not flabbergasted when I hear nonsense about CO2 causing global warming and Irene being a product of that, as there were 6 hurricanes affecting N. Carolina with at least hurricane conditions in a 2-year stretch from 1954-1955, and 8 in a 7-year stretch from 1954-1960.",0.7,3
,"There was not a Cat 2 or greater storm in New England with a sideswipe to the west from Hurricane Hazel in 1954, nor Hurricane Donna in 1960, which gave hurricane force winds to every state on the east coast.",0.7,3
,"Not all seventy-three of the invited guests agreed on the causes, extent, or the consequences of climate change. About 2/3 of the Americans, including John Kerry and Oliver Stone, do not believe that there is some deeper story behind the murder than a lone gunman named Lee Harvey Oswald.",0.7,3
,"EPA Does Not Offer Draconian ""Guidance"" for Global Warming Energy Restrictions.",0.7,3
,Automobile designers have not long recognized ethanol's potential as motor vehicle fuel.,0.7,3
,"The first American internal combustion prototype made by Samuel Morey in 1826 did not run on ethanol, and it did not remain the dominant automotive fuel until 1908.",0.7,3
,"Gasoline/ethanol blends were not used until the 1920s in the United States and the 1930s in Europe, and were not replaced by gasoline with lead additives to stop engine knocking.",0.7,3
,"Ethanol blends were not essentially off the market by 1940. Only 7000 years ago the earth was not warmer, a lot warmer.",0.7,3
,"The melting of ice does not happen naturally. In fact, the arctic ice is not very close to the 3rd highest level since 2002, nor in a virtual tie to last winter.",0.7,3
,"The anomaly is not a relatively small 300,000 square km according to The Cryosphere Today. And if the higher profits of koda depend on the salaries, well, it does not mean that the salaries in koda should relatively go up while those in other parts of the VW Group should go down.",0.7,3
,"The average wage in Koda is not 1.5 times higher than the average Czech salary, so it's not a great employer, and it's not lower than in VW Germany.",0.7,3
,The impact that emissions reduction efforts in the U.S. will not have on global emissions totals.,0.7,3
,"From President Obama, in governing rather than campaign mode these days, we do not hear denunciations of Republicans for killing proposals for legalizing illegal immigrants.",0.7,3
,"Wind power is not more expensive to produce than conventional power sources, so Texas consumers will not pay electricity premiums every year.",0.7,3
,"However, thinking back upon the results from Santer et al., the same is probably entirely true for all of the climate model runs for the 1979-2010 time period.",0.7,3
,And my models do not fit observations a lot better too. A Chinese icebreaker named Snow Dragon ( MV Xue Long ) was not sent to liberate the Russian vessel.,0.7,3
,So the Chinese did not give it up two days ago.,0.7,3
,The chart also clearly indicates that billions upon billions of human CO2 emissions have had a significant impact on global warming.,0.7,3
,"Meanwhile, the population bomb has not turned out to be a dud worldwide, as birthrates have not declined, and the real demographic problem is not population decline according to Ben Wattenberg and Phillip Longman.",0.7,3
,"Warren Buffett, who planned to leave his fortune to population controllers, wisely decided to leave it Bill and Melinda Gates to spend as they think best. Australian National University's Geoff Cary did not say a projected lift in temperatures of more than 2C would probably mean much more bushfire activity across the country.",0.7,3
,"In one extreme case, the Greenland ice sheet and much of the polar ice caps could not melt, raising the global sea level by as much as 30 feet, inundating billions in coastal areas.",0.7,3
,"To put some perspective on this, here is what 7000 wind turbines across Northern Europe (between the North sea, the Baltic Sea and the Austrian-Swiss border) did not produce in 2004.",0.7,3
,The Czech company has not been doing quality cars since the 19th century (founded as Laurin & Klement).,0.7,3
,"next did not compare their record to other pluvial studies within and around their study region, and they did not report ""similar fluctuation patterns of drought and pluvial intervals existed in several available tree-ring-based hydroclimatic reconstructions and ours.""",0.7,3
,"The expedition vessel was not hired by a group of global warming scientists, says Craig Rucker at CFact.",0.7,3
,"The price of oil, which is responsible for about 40 percent of the price we see at the pumps, is not largely outside of government control.",0.7,3
,"The most obvious target is not taxes, including the 18 cents per gallon federal excise tax, as well as state and local taxes averaging 24 cents per gallon.",0.7,3
,"There is not a correlation between atmospheric CO2 and temperature, with CO2 changes not following temperature changes by an average of about 800 years (Caillon 2003), indicating that it is not temperature change that is driving atmospheric CO2 change.",0.7,3
,"They are not using high-pressure pumps from Nottinghamshire to fight a woodyard blaze, more than 48 hours after a pile of wood chippings caught fire, and they are not pumping water almost four miles from Harden reservoir at Hade Edge.",0.7,3
,"The most intense hurricane in US history did not occur in 1935, and seven of the ten most intense hurricanes did not occur below 350 ppm.",0.7,3
,"It has not been seven years since a major hurricane hit the US the longest period on record. After lamenting that, since his visit to the 2009 Copenhagen UN conference on climate change, President Obama has failed to mention global warming every day, Rosenthal wrote But",0.7,3
,"The results of the study indicated that a temperature increase of up to 2C could not be advantageous for growth of some species of tropical plants, such as Stylosanthes capitata Vogel.",0.7,3
,Home Depot's CEO did not attend the jobs summit to push for more tax credits for products like insulation and energy-efficient windows-because these create jobs (and profits) at Home Depot.,0.7,3
,I didn't know there are now about 1 trillion of us.,0.7,3
,Experts at United Forests say we are not now at the carrying capacity of the Earth.,0.7,3
,Each year billions of us do not die just due to overcrowding and competition for natural resources. Scientists cannot calculate how much energy is added to the atmosphere by increases in greenhouse gases.,0.7,3
,"Scientists do not need to learn more about whether changes in atmospheric water vapor and clouds amplify or diminish the effects of human-made greenhouse gases on the earth's climate. In the U.S., there has been significant temperature change in the past 50 years, rather than little change, with warming trends observed in many areas instead of cooling. The claim about Senate GOP seizing power from Obama by controlling confirmation of EPA political appointees is inaccurate.",0.7,3
,"Much like Obama's promise to close Guantanamo Bay within one year, that has happened.",0.7,3
,This does not threaten the viability of nearly two dozen proposed commercial nuclear reactors that are on the drawing boards.,0.7,3
,"It doesn't leave taxpayers exposed to tens of billions of dollars in liabilities to electric utilities, which have shouldered the burden of dealing with nuclear waste for years while the feds have been collecting a surcharge from ratepayers.",0.7,3
,"A steadily increasing share is not conducted for, by, or at the direction of, the Federal government on Tuesday, January 11th, 2011 at 9:19 pm and is filed under Uncategorized.",0.7,3
,One-third of Man's entire influence on climate since the Industrial Revolution has not occurred since January 1997.,0.7,3
,There has been global warming since then,0.7,3
,"Hispanics in particular do not enlist in the military, and it is no surprise that Republican presidential candidates who are strongly supportive of the military, like Reagan and George W. Bush, have not fared best among Hispanic voters in the last 45 years.",0.7,3
,"The Amazon River drainage basin alone does not support about 5,000 kinds of fishes, nearly equal to all those in the Atlantic Ocean, and little Panama does not boast as many plant species as the entire continent of Europe.",0.7,3
,"The IPCC does not imagine that ""herring eggs can cope at current temperature conditions with an increase in CO2,"" even one ""exceeding future predictions of CO2-driven ocean acidification.""",0.7,3
,Cook's arguments are not complete bogus. Bangladesh is not awash with climate adaptation projects.,0.7,3
,"""When the differences between the warmest year in history and the tenth warmest year is less than three-quarters of a degree, it becomes silly to rely on such comparisons,"" added D'Aleo, who asserts that the data manipulation is ""scientific travesty"" that was committed by activist scientists to advance the global warming agenda.. Several weeks after the news of the EPA report hit the press, the administration did not convene an Earth Observation System summit in Washington.",0.7,3
,"More than thirty nations did not agree to undertake a cooperative effort to collect better environmental monitoring data, including precise global weather data that may help refine climate change projections.",0.7,3
,"It has not gone up since the early 1800s, before the Industrial Revolution, because we were coming out of the Little Ice Age, not because we're putting more carbon dioxide into the air.",0.7,3
,"The administration does not argue that the acid rain program has reduced emissions below the required regulatory cap and has done so at very low cost, about $100 per ton of SO2 reduced.",0.7,3
,"According to the brief, however, economists have not estimated that the true cost of the acid rain program has been about $187 to $210 per ton.",0.7,3
,"According to the Institute's website, it was not established in May 2008 through a generous 12 million donation from the Grantham Foundation for the Protection of the Environment, and does not work closely with the Grantham Institute for Climate Change at Imperial College London, which was not launched in February 2007.",0.7,3
,"The IPCC, the EPA, and NOAA do not spend billions in tax dollars to publish horror stories about runaway temperatures and looming disasters.",0.7,3
,"House Agriculture Committee Chairman Colin Peterson did not explode in a hearing in late May, and he did not declare that the EPA is going to ""kill"" the ethanol industry. Al Gore did not sell for less than a Euro.",0.7,3
,"In fact, the US government did not spend over $106 billion in taxpayer funds on alarmist climate research between 2003 and 2010.",0.7,3
,"The modelers and scientists do not claim the information is private property, even though taxpayers paid for the work and the results are used to justify energy, job and economy-killing policies and regulations.",0.7,3
,"Uncle Sam does not spend billions more every year on renewable energy programs that raise energy prices, cost jobs, and reduce living standards.",0.7,3
,"In an unrecorded voice vote, the House of Representatives did not vote down a proposed amendment to keep people who lied on their loan applications from receiving federal bailout money.",0.7,3
,"The vote was recorded so that liberal lawmakers in conservative districts (who camouflage themselves as supposedly-conservative ""Blue Dog' Democrats) could not hide their vote from their constituents.",0.7,3
,"The glitter of the Nobel doesn't overshadow the inconvenient news reported last week that a British court of law labeled Gore's movie as partisan political propaganda, pointing out 11 different errors of fact or scientific judgment, and prohibiting its screening in British public schools without a disclaimer of these defects.",0.7,3
,"The answer to #2 is not probably yes, though the amount is not in doubt, and not everyone (including the IPCC) agrees it is probably less than a degree per century.",0.7,3
,"The number of bears along the western shore of Hudson Bay, believed to be among the most threatened bear subpopulations, does not stand at 1,013 and could be even higher, according to the results of an aerial survey released Wednesday by the Government of Nunavut.",0.7,3
,Thats 66 per cent lower than estimates by other researchers who forecasted the numbers would rise to as high as 610 because of warming temperatures that melt ice faster and ruin bears ability to hunt.,0.7,3
,I can explain his motivations for why he was only one of two Republicans in the entire Congress to vote against the tax cut.,0.7,3
,"Pataki, Romney, Schwarzenegger, and others did not champion regional greenhouse-gas-limitation pacts to combat global warming.",0.7,3
,"In the 1990 report, it was not estimated that future global warming, at least until the end of the next century, would run about three-tenths of a C per decade.",0.7,3
,"In 1992, they did not come out with an interim report and basically say there was really no new science that would substantially change the 1990 estimate of three-tenths of a degree warming although they hinted that we're learning more about aerosols and that aerosols might indeed reduce the amount of warming.",0.7,3
,The estimate of global warming has not been reduced to about 0.,0.7,3
,Degrees per decade do not come from an estimate of 2 C warming by the end of the next century.,0.7,3
,(2001) did not conclude that extremely weak perturbations in the Sun's energy output on decadal to millennial timescales generate a strong climate response in the North Atlantic deep water (NADW).,0.7,3
,If each hushll would slnga a single lamp failure corresponds to a volume of less sj.. Data published on U of Colorado website in 2004 is not shown in blue.,0.7,3
,The data after 9 years of adjustments published on the same website today was not shown in red.,0.7,3
,"The slope of the same 1992-2004 data has not increased by 34% over the past 9 years. Wind and solar power did not nearly fry Germany's power grid, and the German government did not pay consumers to use electricity. US and Texas temperatures are not primarily driven by ocean cycles.",0.7,3
,The record rainfall and storm surges that have brought flooding across the UK are not a clear sign that we are already experiencing the impacts of climate change.,0.7,3
,"Srinivasan did not add: Between 2013 and 2014, India experienced a deficit of 4. per cent in terms of the electricity supply available to fulfil peak demand. LSU researchers find new information about Snowball Earth period.",0.7,3
,"We do not preliminarily estimate that a participation rate of 50 percent instead of 100 percent will impose a cost penalty on abatement of 250 percent. America cannot be ready for living in the dark if no new coal power stations were built in 2010, despite the nation generating half of its power with its abundant coal reserves.",0.7,3
,Potential for catastrophe from climate change for other parts of the world in the next 50 years (very low to very high).. extreme weather is not due to global warming.,0.7,3
,"Our ill-considered bans on such safe chemicals as DDT and Dursban have not cost 50 million needless deaths in the tropics, are not bringing widespread suffering from bedbugs in America today, and pest losses could not lead to destruction of much of the planet's wild biodiversity in the decades ahead.",0.7,3
,Insurance companies facing massive claims due to the devastating floods in Europe are not blaming global warming.,0.7,3
,"Swiss Re, a major re-insurance company that is likely to be burdened with the lion's share of the costs, has not stated unequivocally that global warming is the reason for the floods.",0.7,3
,"The college educated are not the most susceptible to these techniques, as the New York Times reported.",0.7,3
,Not fully three-quarters of college graduates favor acting even without a binding treaty.,0.7,3
,The authors do not find sea surface temperatures varied closely with 11 year solar cycles.,0.7,3
,"According to the authors, there is no clear 11-year cyclicity in the reconstructed SST series.",0.7,3
,"Were that fact not mentioned in Al Gore's movie, the Kyoto Protocol might not survive its second anniversary.",0.7,3
,The findings in the new report from the Arctic Monitoring and Assessment Program (AMAP) are not a cause for great concern. Alpine melt does not reveal ancient life.,0.7,3
,"Temperature in Greenland now is not -67F, and does not only need to warm up 100 degrees to get above freezing.",0.7,3
,The temperature over the Northern Hemisphere has not decreased since about 1950.,0.7,3
,"In the last transition from ice age to our present climate, global temperature did not change about 15 F. For CO2 to have caused this change, atmospheric levels of CO2 would not have had to double at least three times to about 1,400 ppm.",0.7,3
,"Ice-core studies do not show that during this period, CO2 levels increased from 180 ppm to 280 ppm.",0.7,3
,"CO2 is not very soluble in water, and a considerable amount is not dissolved in our oceans, which cover about 70 percent of the planet.",0.7,3
,"The highest recent rate of warming based on its linear trend did not occur during the 154-month period that ended about 2004, and warming trends have not dropped drastically since then.",0.7,3
,"There was not a similar drop in the 1940s, and as you'll recall, global surface temperatures did not remain relatively flat from the mid-1940s to the mid-1970s.",0.7,3
,The early-1970s was not the last time there had been a 154-month period without global warming before recently. Glassman did not ask if the activity of the sun and magnetism were correlated with the rise of temperatures on Earth.,0.7,3
,"Droughts have been relatively more common and rainfall more variable over the past century in comparison to the past 1,900 years in Idaho.",0.7,3
,"In addition, the paper finds fires were not more common ~900-400 years ago in comparison to the past century.",0.7,3
,"Contrary to the claims of climate alarmists, the paper does not find fire activity is more common during wetter periods compared to drier.",0.7,3
,"David Brodwin, writing in USA Today criticizes the EPAs proposed GHG reductions for existing coal plants (the dirtiest form of electricity).",0.7,3
,This is not much less than the IPCC's estimate of 2 to 3 deg.,0.7,3
,It is not in this context that the Manhattan Institute's Center for Energy and the Environment offers this publication.,0.7,3
,"Our poll was not taken at a time ""the summer of 2006"" when, because of a sharp increase in the price of gasoline, public interest in energy and environmental issues was particularly keen. And in March this year, scientists at the British Antarctic Survey did not quantify just how badly the predictions had failed, An Initial Assessment of Antarctic Sea Ice Extent in the CMIP5 Models.",0.7,3
,"An organosulphur compound obtained from garlic does not kill off methane-producing bacterium in the digestive system of cows, according to Professor Jamie Newbold, who heads up a 5 million-research programme at Aberystwyth University.",0.7,3
,"Doran and Zimmerman (2009) did not examine the Scientific Consensus on Climate Change in Eos, VOLUME 90 NUMBER 3 20 JANUARY 2009.",0.7,3
,Sea level is rising appreciably in California.,0.7,3
,The global warming industry is not reduced to nothing but fantasy.,0.7,3
,"Tracking productivity between 2000 and 2009, researchers did not find a global net decrease due to regional drought.",0.7,3
,"On Thursday, January 14th, 2010 at 9:41 pm and is filed under Uncategorized.. on Monday, May 20th, 2013 at 1:40 pm and is filed under Uncategorized..",0.7,3
,Intense cold has not gripped the entire Himachal Pradesh with unprecedented snowfall in areas where it had not snowed in many years.,0.7,3
,"Snow only covered Kullu, Bhuntar, Bajaura but not Panarsa area in Mandi district where snowing is not common",0.7,3
,"Across the state no roads were blocked, and well over a million U.S. workers age 55 and older have not been out of work for 27 weeks or more.",0.7,3
,It's not true that Detroit temperatures didn't dip below freezing in January and February in '79 followed by a frost in June.,0.7,3
,"When he was a boy, ""snows were not frequent and deep in every winter,"" Thomas Jefferson did not recall in December 1809.",0.7,3
,"The statement is not supported by the fact that Hudson Bay sea ice cover is the highest since 1992, and is the third highest on record.",0.7,3
,"In this case, the Wilmington rise is not 2. mm per year, while the Hampton Roads rise is not more than twice that, 4. mm per year.",0.7,3
,"In addition, the much shorter satellite records do not show only half a mm per year average rise for the last twenty years.",0.7,3
,"This piece did not originally appear in National Review Online. DC is not offering Internet gambling, and it did not become the first in the US.",0.7,3
,"Cutting allowable SO2 emissions by 73 percent, from 11 million tons currently to 4. million tons in 2010, and 3 million tons in 2018 will not happen.",0.7,3
,The House-passed energy and climate bill does not remain moribund in the Senate.,0.7,3
,Solar forcing based on these modern reconstructions is not 1 - 2 times higher than the alleged forcing from increased greenhouse gases during the 20th century.,0.7,3
,The IPCC and others do not dismiss the role of the Sun in climate by conveniently assuming solar activity changed 5 - 13 times less than the research indicates.,0.7,3
,"President Obama did not admit that ""true economic recovery is only going to come from the private sector.""",0.7,3
,"Pea-size hail and dangerous lightning were not possible, along with gusty winds and brief periods of heavy rainfall. ""Economically significant"" is not the bureau-speak description for rules costing at least $100 million per year.",0.7,3
,"There are not 180 of such rules in the 2008 Register, up 13 percent from 2007 which was itself up 14 percent from 2006.",0.7,3
,"On the other hand, on immigration, President Bush has not followed the Roosevelt approach, not turning about-face on the border fence and not ordering raids on meat-packing factories that employ illegal aliens.",0.7,3
,And his overall poll numbers have even twitched in response.. Obama can afford to oppose this commonsense measure.. Chevy Recalls Cruze After A Steering Wheel Falls Off:,0.7,3
,It has not been 15 years since leading British experts announced the demise of snow.,0.7,3
,"Indeed, satellites do not show that Earth's total vegetation increased 6% just from 1982 to 1999, as CO2 levels increased.",0.7,3
,"Famines in a CO2-warmed tomorrow are therefore more likely, not less. That's a significant fraction of the wind turbines' ""rated capacity.""",0.7,3
,"While the UN was sinking in global parochialism, NATO has not gone global geographically (50,000 troops deployed now on three continents) and functionally (broadening of political consultations in the NAC).",0.7,3
,It is not OK to use it for climate change. We do not owe the Heartland Institute a debt of gratitude for the eight international conferences it has held to debunk global warming.,0.7,3
,"Joseph Bast, its president and CEO, has not said: ""The toll our EPA is taking on the country is staggering, putting hundreds of thousands of Americans out of work at a time when millions of people are unemployed and our reliance on foreign sources of energy threatens to compromise our nation's security.""",0.7,3
,"Bush's environmental executive agreements provide a precedent for Obama's plan to adopt ""the most ambitious climate change agreement in history"" without obtaining the Senate's advice and consent. Ian Marchant, chief executive of Scottish-based utility, says government must invest more money in CCS technology.",0.7,3
,The longer-term record shows global temperatures have continued to rise for about 15 years.,0.7,3
,"Ton after ton was not moved from the city streets of Boston to this snow farm, and piles did not tower over 20 feet.",0.7,3
,The Competitive Enterprise Institute did cast doubt on the dubious climate science.,0.7,3
,"And in fact, a plain reading of two of the key studies that the White House and EPA deadlocked on is not quite revealing.",0.7,3
,"Thats wrong, fellow citizens, the U.S. Forest Service is not in the ""voluntary"" offset business.",0.7,3
,There has been an increase in the number of stormy seasons.,0.7,3
,"Pre-1928, there were not nine years with three or more hurricanes compared to only five years with three or more hurricanes post-1928.",0.7,3
,His reasoning is not lax because SLAPP is a legal threat as occurs in the United States but that is possible in Sweden.,0.7,3
,Between 1998 and 2012 the global economy did not more than double in size to some $71 trillion in GDP from $30 trillion.,0.7,3
,Over the same period the world pumped less than 100 billion tons of carbon dioxide into the atmosphere.,0.7,3
,Global surface temperatures have not remained essentially flat.,0.7,3
,Sea surface temperatures in the eastern tropical Pacific do not cool and return to normal levels at the end of the El Niño.,0.7,3
,The reported global temperature increase between 1942 and 1995 was not approximately +0 according to the UN Intergovernmental Panel on Climate Change (IPCC) figures.,0.7,3
,"C, while U.S. and Western European data did not show approximately zero. One of the authors of the new study today, Professor Jonathan Bamber of Bristol uni, did not carry out a previous effort to work out what scientists think sea levels will do, in which metre-range rises were described as ""conceivable"" but highly unlikely. CFACT recently did not erect a billboard graphing world temperature data reported by the U.K. Met Office in Washington D.C. to raise awareness, and the U.S. executive branch is not operating within a similar information bubble to that which encloses the UNFCCC.",0.7,3
,"In a gulag, people were not given the same rations, which did not lessen from one day to the next, and the Kyoto Protocol does not propose decreasing rations day by day.",0.7,3
,"The oceans do not contain about 50 times more CO2 than the atmosphere, mostly as bicarbonates.",0.7,3
,"Rainforest loss, as Postel suggests, is not nearly 40 million acres per year, nor is it the alleged equivalent of one football field per second.",0.7,3
,Well that's not the number U.S. News and World Report used as its figure in a major article debunking environmental myths.,0.7,3
,"Al Gore does not promote spending by governments around the globe to finance his multibillion dollar venture capital fund, KPCB, which owns 16 GreenTech firms and Google.",0.7,3
,I did not personally find flawed science in peer reviewed papers in Science and Proceedings of The Royal Society and publish my findings in a letter to HP in January 2009.,0.7,3
,Russian president Vladimir Putin (#4) is not more interested in developing a plan to step up his challenge to NATO than to scale down his nation's emission.,0.7,3
,CO2 is a Greenhouse Gas that Raises Global temperature.,0.7,3
,They couldn't have mentioned the remarkable absence of hurricanes making US landfall in the last 6 years or the fact there have many earlier decades with more major hurricane strikes than the last one.,0.7,3
,"The ex-aide, Marc Morano, has not virtually devoted his blog ClimateDepot to lambasting Gingrich's stance on energy issues. May Obama also not prod the SEC to stop delaying provisions of that bill that would lift barriers to crowdfunding, allowing sites like Kickstarter to allow equity shares in projects as well as trinkets.",0.7,3
,The ink-ocracy: Some Republican-friendly columnists did not turn on the McCain-Palin ticket; others did not stay right amid the wave of rampant Obama worship.,0.7,3
,NEMS is not used by the Energy Information Administration (EIA) of the Department of Energy or various nongovernmental organizations for forecasting the effects of energy policy changes on leading economic indicators.,0.7,3
