Text,Numerical Rating,predict
"In 2010, heat stress lowered annual U.S. dairy production by an estimated $1.",3,FALSE
"Natural disasters and droughts can also lead to more tobacco and alcohol use, as well as domestic violence., 29 In addition, heat overall has been linked to increases in violence. For more specifi...",3,FALSE
"As a result, thousands of sea lion pups starved. Decreases in commercial fishing harvests.",3,FALSE
"For example, populations of Chinook and chum salmon hit record lows in 2021, leading to the closure of subsistence salmon fishing for much of the year.",3,FALSE
"Without preventive actions, deaths from such diseases, currently over 700 000 annually, may rise.",3,FALSE
"In 2015, urban areas contributed about 91% of the United States’ gross domestic product (GDP).",3,FALSE
This “business as usual” scenario is projected to cause hundreds of billions of dollars of damage per year by 2090.,3,FALSE
EPA published revised factsheets on climate change to explain its impacts on maternal and children’s health..,3,FALSE
"Some communities, including Boston, Houston, and Orlando, are seeing twice as many tidal flooding days each year as they did 20 years ago. Impacts to coastal ecosystems.",3,FALSE
"More than 60,000 miles of U.S. roads and bridges in coastal areas are at risk of flooding and damage from climate-change-related sea level rise.",3,FALSE
"It threatens our health and environment — affecting approximately 63 million Americans and posing particular risks to infants, children, pregnant individuals, seniors, communities of color, and pe...",3,FALSE
"However, scientific advances progressively allow us to attribute an increase in morbidity and mortality to global warming, and more accurately determine the risks and scale of these health threats...",3,FALSE
"From 1932 to 2016, Louisiana lost more than 2,000 square miles of land area, mostly wetlands, in part due to rising sea levels.",3,FALSE
"These learning losses can affect future income, with potential losses across cohorts of graduating students reaching billions of dollars annually (and in the thousands of dollars per individual)..",3,FALSE
"They also recover in a few days to a week. Trauma from extreme weather events can cause psychological stress, worsen mental illnesses, and add emotional stress for pregnant and postpartum women.",3,FALSE
Extreme heat is already the leading cause of weather-related deaths in the United States.,3,FALSE
"In 2019, there were more than 41 million U.S. adults living with a disability.",3,FALSE
"Climate change impacts affect the livelihoods of millions of Americans, including fishers, loggers, ranchers, and farmers.",3,FALSE
"Between 2030 and 2050, climate change is expected to cause approximately 250 000 additional deaths per year, from undernutrition, malaria, diarrhoea and heat stress alone.",3,FALSE
"The marine economy also generated $397 billion in gross domestic product (GDP), which was 1.% of the national GDP. Commercial fisheries are an important contributor to the economy.",3,FALSE
Many cities are already dealing with multiple impacts from climate change.,3,FALSE
The city is elevating some buildings to protect them from climate change.,3,FALSE
"When temperatures rise, the carrying capacity of transmission lines decreases.",3,FALSE
"Certain immigrant groups and communities of color have a greater incidences of kidney disease, diabetes, and chronic obstructive pulmonary disorder (COPD).",3,FALSE
"For example, infants living on the Fort Apache reservation in Arizona have had higher hospitalization rates for diarrheal disease than infants in the general U.S. population. Increasing water temp...",3,FALSE
This rises to 59% under 4°C of global warming..,3,FALSE
"A new EPA analysis released today shows that the most severe harms from climate change fall disproportionately upon underserved communities who are least able to prepare for, and recover from, hea...",3,FALSE
"In fact, while coastal counties make up only 10% of the nation’s land mass (excluding Alaska), they are home to 40% of the population.",3,FALSE
"In addition, many groups of urban residents live with high levels of air pollution.,28 Black and African American individuals are 34% more likely to live in areas with the highest projected increa...",3,FALSE
"In addition, urban lands are worth trillions of dollars.",3,FALSE
"For example, many government agencies already use the national public warning systemExit EPA’s website to communicate extreme weather threats.",3,FALSE
America’s East Coast is projected to see a 20% to 30% decrease in fish harvests by 2060.,3,FALSE
Damage to coral reefs due to climate change is projected to result in $140 billion in total lost revenues to the U.S. recreation industry by 2100.,3,FALSE
A 2021 EPA report examines the degree to which certain socially vulnerable populations may be more exposed to the highest impacts of climate change. A number of climate-related hazards threaten th...,3,FALSE
"Exposure to extreme or prolonged heat can cause exhaustion, heat stroke, kidney and heart disease, and pregnancy complications.,10 In fact, extreme heat is already the leading cause of weather-rel...",3,FALSE
"Atmospheric warming has the potential to increase ground-level ozone in many regions, which can cause multiple health issuesExit EPA’s website (e.g., bronchitis, emphysema, and asthma) and worsen ...",3,FALSE
"The marine economy generated over $665 billion in sales in 2019, with tourism and recreation, including recreational fishing, making up more than one-third of that total.",3,FALSE
"For example, more than 25 million Americans have disabilities that make traveling outside their home difficult.",3,FALSE
"In some areas, less snow is falling, as more precipitation is falling as rain rather than snow., 5 Higher temperatures are also causing snowpack to melt earlier.",3,FALSE
"About 85% of Americans live in metropolitan areas, and that number is projected to grow over the next 100 years.",3,FALSE
"Rising temperatures and carbon dioxide concentrations may increase some crop yields, but the yields of major commodity crops (such as corn, rice, and oats) are expected to be lower than they would...",3,FALSE
Many coastal cities and counties are focusing on land use planning to encourage smart growth and reduce the impacts of climate change.,3,FALSE
"With regards to transportation, Hispanic and Latino individuals are about 50% more likely to currently live in areas with the highest estimated increases in traffic delays due to increases in coas...",3,FALSE
"Marine regions, like the ocean and estuariesExit EPA’s website, have more salt than freshwaters like lakes, rivers, streams, and ponds.",3,FALSE
Food service makes up the largest share of these jobs at 13 million.,3,FALSE
Heat-related deaths among those over 65 have risen by 70% in two decades.,3,FALSE
"For example, the Isle de Jean Charles Band of Biloxi-Chitimacha-Choctaw tribe in Louisiana has lost 98 percent of its land mass.",3,FALSE
"Climate change is directly contributing to humanitarian emergencies from heatwaves, wildfires, floods, tropical storms and hurricanes and they are increasing in scale, frequency and intensity. Res...",3,FALSE
"When including the coast of the Great Lakes, more than 128 million people live in coastal counties.",3,FALSE
"Increases in average and extreme temperatures and heat waves are expected to lead to more heat illnessesExit EPA’s website and deaths among vulnerable groups, including certain socially vulnerable...",3,FALSE
All U.S. regions are experiencing the impacts of climate change but impacts vary by area and ecosystem.,3,FALSE
Energy use in commercial and residential buildings accounts for one-third of US greenhouse gas emissions..,3,FALSE
The oil and natural gas sector is the largest industrial source of methane emissions in the United States..,3,FALSE
Methane accounts for 12% of all US greenhouse gas emissions from human activities..,3,FALSE
"Petroleum and natural gas systems were the second largest stationary source of emissions, reporting 316 million metric tons of greenhouse gas emissions..",3,FALSE
"At the same time, heavy-duty vehicles account for 25 percent of all greenhouse gas emissions from the transportation sector, which is itself the single largest source of greenhouse gas emissions i...",3,FALSE
"In the United States, the transportation sector is the largest source of greenhouse gas emissions, and a leading source of health-harming pollution..",3,FALSE
"The Organisation for Economic Co-operation and Development estimates that in 2019, plastic products were responsible for 3.4% of global greenhouse gas emissions throughout their life cycles, with ...",3,FALSE
"Oil and natural gas operations are the nation’s largest industrial source of methane, a climate “super pollutant” that is many times more potent than carbon dioxide and is responsible for approxim...",3,FALSE
"The energy sector is the largest emitter of greenhouse gases into the atmosphere, contributing to climate change.",3,FALSE
"Pound for pound, methane is approximately 28 times more powerful than carbon dioxide in terms of its impact on global warming..",3,FALSE
"The data show that in 2022:, , Power plants were the largest stationary source of US greenhouse gas emissions, with 1,332 facilities emitting approximately 1.6 billion metric tons of carbon dioxide..",3,FALSE
Methane is a climate “super pollutant” that is more potent than carbon dioxide and responsible for approximately one third of the warming from greenhouse gases occurring today..,3,FALSE
"More than 8,100 direct emitters and suppliers report GHG data to GHGRP..",3,FALSE
The state-level GHG Inventory provides annual emissions estimates from 1990 through 2019 and will be updated each year..,3,FALSE
Greta Thunberg's Message To PM Modi On Climate Crisis,3,FALSE
Covid-19 is a deliberate hoax designed to promote the climate change agenda.,3,FALSE
All English schoolchildren are taught geography until at least the age of 14 — many until 16 — and in geography they’re taught about climate change.,3,FALSE
Four Oxford schoolgirls have started a petition to make lessons on climate change compulsory in schools.,3,FALSE
A picture shows the aftermath of climate strikers in Hyde Park in London on 20 September.,3,FALSE
"The term “climate change” will now be “climate emergency.""",3,FALSE
"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87.""",3,FALSE
"""The vast majority of Americans believe that climate change is real and we need to do something about it.""",3,FALSE
"""In last week’s debate, Bernie questioned Hillary’s commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas c...",3,FALSE
"""Nancy Mace denies climate change.""",3,FALSE
"""The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections.""",3,FALSE
Social media users claimed that a weather report was using digital flames to exaggerate a heat wave.,3,FALSE
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to ...,3,FALSE
U.S. Rep. Louie Gohmert asked whether the moon's orbit could be changed to help solve the issue of climate change.,3,FALSE
Activists with the climate group Extinction Rebellion have broken windows of banks in London as part of protest against financial institutions that support the fossil fuel industry.,3,FALSE
The Wisconsin Department of Natural Resources’ webpage regarding climate change’s potential effects on the Great Lakes was scrubbed of references to the word ‘climate’.,3,FALSE
A 1912 article warned coal burning can have a negative effect on climate,3,FALSE
"The Intergovernmental Panel on Climate Change's (IPCC) Sixth Assessment Report (AR6) concluded that climate risks are appearing faster and will become more severe sooner than previously expected, ...",3,FALSE
"Compared to 2022, the 2023 data show a 15% decrease in NOX emissions, a 24% decrease in SO2 emissions, a 7% decrease in carbon dioxide (CO2) emissions, and a 17% decrease in mercury emissions..",3,TRUE
"Nationwide, emissions for 2023 show the most significant emissions reductions since 2020..",3,TRUE
"There has been an overall long-term decreasing trend in industry GHG emissions since 2011, primarily driven by a decrease in emissions from power plants to lower emissions inputs such as natural g...",3,TRUE
"Net US greenhouse gas emissions were 5,489 million metric tons of carbon dioxide equivalent in 2022, a 1.3% increase in emissions from 2021..",3,TRUE
"This week, the US Environmental Protection Agency released its annual data on 2023 emissions from power plants in the lower 48 states..",3,TRUE
"Reported direct emissions from other large sources in the industrial and waste sectors were a combined 793 million metric tons of greenhouse gas emissions in 2022, down 1.8% from 2021, and down 9....",3,TRUE
"In 2022, reported emissions from large industrial sources were approximately 1% lower than in 2021..",3,TRUE
"DOCKET 3: Methane Emissions Reduction Program, , EPA received $1.55 billion to reduce methane emissions from the oil and gas sector by providing financial assistance (grants, rebates, contracts, l...",3,TRUE
"EPA received extensive feedback on the proposed rule, including over 175,000 public comments, testimony at public hearings, and engagement with stakeholder groups..",3,TRUE
The second program will provide $3 billion in grants to reduce air pollution at ports with at least $750 million going to areas not meeting air quality standards..,3,TRUE
"In 2018, Hurricane Florence produced record rainfall levels in North Carolina, causing catastrophic flooding in some areas.",3,TRUE
"Other businesses, such as grocery stores, tackle shops, and restaurants, also benefit from fishery-related products and services. As of 2019, almost 2. million Americans had jobs related to the oc...",3,TRUE
"This week, US District Court Judge James D. Peterson for the Western District of Wisconsin sentenced six Didion Milling Inc. officials – including a corporate vice president and former food safety...",3,TRUE
"In 2019, they produced 9. billion pounds of seafood valued at $5.",3,TRUE
"Today, the US Environmental Protection Agency (EPA) announced a settlement under the Agency’s Coal Ash (Coal Combustion Residuals) program with the Greenidge Generation LLC, an electrical generati...",3,TRUE
Temperatures are rising in all regions of the United States.,3,TRUE
"For instance, as of 2018, less than half of community-scale solar projects included households with lower incomes. We can reduce climate change’s impact on the energy sector in many ways, includin...",3,TRUE
EPA’s emergency fuel waiver will go into effect on May 1 when terminal operators would otherwise no longer be able to sell E15 in the affected regions of the country and will last through May 20 w...,3,TRUE
The direct damage costs to health (excluding costs in health-determining sectors such as agriculture and water and sanitation) is estimated to be between US$ 2–4 billion per year by 2030. Areas wi...,3,TRUE
"These efforts through GMI have resulted in methane emissions reductions of more than 540 million metric tons of carbon dioxide equivalent, equal to taking 115 million gasoline powered passenger ve...",3,TRUE
"In 2023, under the first phase of the $5 billion program, EPA made a total of $250 million in grants available to 45 states, the District of Columbia, Puerto Rico, 80 MSAs, four territories, and o...",3,TRUE
Most of the vehicles eligible for replacement are powered by internal combustion engines that pre-date recent EPA emission standards..,3,TRUE
"For example, many have already started assessing climate threats to their transportation infrastructure.",3,TRUE
"Oil and natural gas facilities are the nation’s largest industrial source of methane, a climate “super pollutant” that is many times more potent than carbon dioxide and is responsible for approxim...",3,TRUE
"In addition, human activities emit more than 100 times as much carbon dioxide as volcanoes each year. Over the last several hundred thousand years, carbon dioxide levels varied in tandem with the ...",3,TRUE
Climate-driven temperature increases are projected to result in 4% to 7% reductions in annual academic achievement per child..,3,TRUE
"“Today, we are announcing nearly $1 billion to fund clean school buses across the nation..",3,TRUE
"""Every major environmental organization has said ‘no’ to this new trade agreement because it does not even have the phrase ‘climate change’ in it.""",3,TRUE
"These upgrades will impact approximately 20,000 individuals across four communities within Navajo Nation..",3,TRUE
"I served, when I first got to the Senate, on the committee that’s responsible for the environment. Did you know, this administration took the word ‘science’ off the website? And then took the phra...",3,TRUE
"These impacts are especially likely to happen in low-lying areas such as Louisiana, Florida, and portions of California and the mid-Atlantic. As much of the U.S. water infrastructure nears the end...",3,TRUE
"“The Greenhouse Gas Reduction Fund is the single largest investment in clean energy and environmental justice in American history, based on proven green bank models that have been effectively enac...",3,TRUE
About 70 percent of the sunlight that reaches the earth is absorbed.,3,TRUE
"Today, the Environmental Protection Agency (EPA) and Justice Department announced that Holly Energy Partners-Operating L.P. and Osage Pipe Line Company LLC have agreed to pay $7.4 million in Clean...",3,TRUE
Recent research attributes 37% of heat-related deaths to human-induced climate change.,3,TRUE
An EPA study last fall estimated that these same buildings have the potential to cut their emissions by up to 63% by 2030 and up to 70% by 2035..,3,TRUE
"In 2020, U.S. energy exports exceeded total energy imports, as the United States was a net exporter of petroleum products, natural gas, and coal.",3,TRUE
"For example, energy disruptions from extreme weather damage to energy infrastructure have cost billions of dollars.",3,TRUE
"Many socially vulnerable groups live in industrial or urban areas with high levels of air pollution.,18 In fact, Black and African Americans individuals are 34% more likely than non-Blacks to live...",3,TRUE
"Today, Guam Waterworks Authority (GWA) agreed to a consent decree with the United States to improve the quality of its sewer system, estimated to cost approximately $400 million, to address unauth...",3,TRUE
"In many cities, buildings are the largest contributor of emissions — responsible for 30% to more than 70% of a city’s total emissions..",3,TRUE
Landfills are the third largest source of methane in the United States and EPA is tackling these sources as part of its National Enforcement and Compliance Initiative dedicated to Mitigating Clima...,3,TRUE
That testing of RAM trucks was done as follow-up on a 2015 EPA warning to manufacturers that the agency planned to conduct special testing to identify defeat devices using driving cycles and condi...,3,TRUE
"The RIN purchase and retirements is estimated to result in over 18,300 metric tons of carbon dioxide equivalent reductions which equates to powering 2,386 homes’ energy use or 4,355 gasoline cars ...",3,TRUE
"This historic agreement makes clear that the Justice Department will be aggressive in its efforts to hold accountable those who seek to profit at the expense of people’s health and safety.”, , “Cu...",3,TRUE
"In 2035 alone, the regulatory impact analysis estimates substantial health co-benefits including:, , Up to 1,200 avoided premature deaths, 870 avoided hospital and emergency room visits, 1,900 avo...",3,TRUE
"In the United States alone, it cuts short the lives of well over 100,000 people per year—a staggering toll..",3,TRUE
"Over the past year, EPA and CBP denied entry to approximately 25 shipments of illegal HFCs..",3,TRUE
The US Environmental Protection Agency’s Office of Enforcement and Compliance Assurance recently issued its Strategic Civil-Criminal Enforcement Policy to strengthen the partnership between EPA’s ...,3,TRUE
Administrator Regan and agency officials also signed more than 50 rules..,3,TRUE
"Says U.S. Sen. Ron Johnson ""doesn't even believe that there's a man-made role in climate change.""",3,TRUE
"Public Encouraged to Review and Comment in Six Public Dockets, , DOCKET 1: Climate Pollution Reduction Grants, , EPA received $5 billion to assist states, air pollution control agencies, Tribes an...",3,TRUE
"A 1922 newspaper article reported that ""radical change in climatic conditions"" was melting Arctic ice and disrupting wildlife.",3,TRUE
These levels of indoor air pollutants are of concern because most people spend about 90 percent of their time indoors..,3,TRUE
Nearly 8 million legacy diesel engines are in use in the United States and emissions from these engines are a significant source of health problems..,3,TRUE
"Recall and Repair Program, , Cummins sought all EPA and CARB emission certifications for the RAM trucks equipped with its engines, even though the trucks were sold by the RAM truck division of Fia...",3,TRUE
EPA has made it a national enforcement and compliance priority to address the illegal import of HFCs under the current phasedown and has settled five cases over the last several months with compan...,3,TRUE
"Nearly 4 million Americans live within 3 miles of these large facilities, which are disproportionately located in low-income communities and communities of color..",3,TRUE
"Current estimates indicate that on average, E15 is about $0.25 a gallon cheaper than E10..",3,TRUE
"While deforestation can increase the earth’s reflectivity globally by replacing dark trees with lighter surfaces such as crops, the net effect of all land-use changes appears to be a small cooling.",3,TRUE
Carbon dioxide: Human activities currently release over 30 billion tons of carbon dioxide into the atmosphere every year.,3,TRUE
"Climate change can also increase the frequency and severity of some extreme weather events, including heavy rainfalls.",3,TRUE
"Nonetheless, more than 7 million people get sick from diseases spread through water each year.",3,TRUE
"For this reason, pursuant to the Montreal Protocol and its Kigali Amendment, production and imports of HFCs are being phased down 85% from historical levels by developed countries by 2036..",3,TRUE
"In November, the agency announced 59 selectees to receive over $60 million in SWIFR grants for Tribes and Intertribal Consortia and 25 selectees to receive over $33 million in Recycling Education ...",3,TRUE
The 1 billion tons of greenhouse gas emissions avoided by these standards is equivalent to the emissions from more than 13 million tanker trucks’ worth of gasoline..,3,TRUE
The total emission reductions of the rule from 2022 to 2050 are projected to amount to the equivalent of 4.6 billion metric tons of CO2 – nearly equal to three years of US power sector emissions a...,3,TRUE
The U.S. Drought MonitorExit EPA’s website assesses droughts on a weekly basis.,3,TRUE
"In 2020, 770 million faced hunger, predominantly in Africa and Asia.",3,TRUE
The most recent National Climate AssessmentExit EPA’s website found that global efforts to reduce greenhouse gas emissions could avoid tens of thousands of deaths per year in the United States by ...,3,TRUE
"Since 2021, sales of these vehicles have quadrupled and prices continue to come down..",3,TRUE
"In 2020, wildfires burned over 10 million acres of land in the United States, the highest-ever amount on record.",3,TRUE
"There needs to be protections in the rule to ensure that environmental justice communities already overburdened by air pollution are not further burdened by this rule.”, , Today, Feb. 28, the US E...",3,TRUE
The US Environmental Protection Agency (EPA) is proposing its first rule under the American Innovation and Manufacturing (AIM) Act of 2020 to phase down the production and consumption of hydrofluo...,3,TRUE
The US Environmental Protection Agency is recognizing eight vehicle dealerships for being the first to earn EPA’s ENERGY STAR certification for superior energy performance..,3,TRUE
Heavy rainfalls associated with hurricanes increase as the climate warms.,3,TRUE
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",3,TRUE
The five largest cities in the country accounted for 23% of the GDP.,3,TRUE
But millions of households with children experience food insecurity at times during the year.,3,TRUE
"During his first weeks in office, President Biden issued Executive Order 14008 on Tackling the Climate Crisis at Home and Abroad, which established the first-ever White House Environmental Justice...",3,TRUE
Storm surge from hurricanes already threaten dozens of power plants and refineries on the Atlantic and Gulf Coasts.,3,TRUE
"Within the first three weeks of launching the American Climate Corps, more than 40,000 people, about two-thirds of whom are ages 18-35, expressed interest in joining the initiative..",3,TRUE
"Even though cities only occupy about 1% to 5% of the land in North America, they produce 80 percent of all the greenhouse gases on the continent.",3,TRUE
"For example, flooding from extreme precipitation can cause billions of dollars of damage to transportation infrastructure in a single year.",3,TRUE
"Beyond agreeing to pay a $1.675 billion civil penalty – the largest ever assessed in a Clean Air Act case – Cummins has agreed to spend more than $325 million to remedy the violations, which inclu...",3,TRUE
"Former Environmental Manager Joseph Winch was sentenced to two years in prison, two years of supervised release and a $10,000 fine for conspiring to falsify Didion’s environmental compliance certi...",3,TRUE
"Together, these plants prevented more than 8 million metric tons of carbon dioxide emissions, equivalent to the emissions from the electricity use of more than 1.5 million American homes..",3,TRUE
"For instance, detours caused by closed or damaged bridges are three times longer in rural areas than elsewhere.",3,TRUE
Today’s action will cut over seven billion tons of climate pollution – that’s more than all US greenhouse gas pollution last year..,3,TRUE
"EPA conducted regulatory impact analyses for each rule, showing that this suite of standards will deliver hundreds of billions of dollars in net benefits..",3,TRUE
"However, earlier springs and milder winter weather can prolong growing seasons in many regions, increasing crop yields and revenues.",3,TRUE
The National Institute on Aging has prepared a list of 6 Tips on How Older Adults Can Prepare for a DisasterExit EPA’s website. Photo caption endnote:33.,3,TRUE
"Didion Vice President of Operations, Derrick Clark, was sentenced to two years in prison, a year of supervised release and a $5,000 fine..",3,TRUE
"In 2036 alone, the year the final reduction step is made, this rule is expected to prevent the equivalent of 187 million metric tons of carbon dioxide (CO2) emissions – roughly equal to the annual...",3,TRUE
EPA’s estimates show that plastic waste generation in the United States increased from 0.4% of total municipal solid waste generated in 1960 to 12.2% in 2018..,3,TRUE
"A former Canadian defense minister said aliens have visited earth and have technology that would solve climate change, but won't share it with humans because we are too destructive.",3,TRUE
"Over the past 16 years, GreenChill Partners have avoided emissions of around 599 metric tons of ozone-depleting substances and almost 110 million metric tons of carbon dioxide equivalent..",3,TRUE
Evidence shows rare night clouds are linked to human-caused climate change.,3,TRUE
A 2014 marine heatwave caused the death of many sea lions.,3,TRUE
EPA conducted an environmental justice analysis that determined overall reductions in greenhouse gas emissions from this rule would benefit populations that may be especially vulnerable to damages...,3,TRUE
The settlement document (consent decree) was filed together with the complaint in the US District Court for the District of New Mexico and requires the company to take numerous steps to ensure tha...,3,TRUE
"In 2018, Hurricane Florence produced record rainfall levels in North Carolina, causing catastrophic flooding in some areas. More tidal flooding days.",3,TRUE
Tidal flooding is increasing in some areas as sea levels rise.,3,TRUE
"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't.""",3,TRUE
"The fenceline monitoring provisions in the final rule are modeled on similar Clean Air Act requirements for petroleum refineries first established in 2015, which have been historically successful ...",3,TRUE
"EPA anticipates award of nine grants, ranging from approximately $350,000 to $2 million – totaling over $10 million..",3,TRUE
EPA conducted an environmental justice analysis that determined overall reductions in greenhouse gas emissions from this rule would benefit populations that may be especially vulnerable to damages...,3,TRUE
"“Methane is a climate super pollutant that is 25 times more potent than carbon dioxide, and landfills are the third largest sources of methane emissions in the United States,” said David M. Uhlman...",3,TRUE
"Also, in 2020, more than 14 million people worked in transportation or related industries, such as automotive manufacturing.",3,TRUE
"""70 per cent of Australia's trade [is] now with countries committed to net zero.""",3,FALSE
“Our national grid currently operates at 3 gigawatts …”,3,FALSE
“Almost a billion [people] have no access to clean cooking energy.”,3,FALSE
“It is not a secret that we [African countries] are paying at least five times as much as the advanced economies to borrow from financial markets.”,3,FALSE
“… 600 million Africans lack access to electricity.”,3,FALSE
The Morrison government cut climate spending by 35 per cent in the 2022 federal budget.,3,FALSE
[climate scientists] say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,3,FALSE
Northern Ireland is the only part of Europe that does not have climate change legislation.,3,FALSE
"Tackling global threats like terrorism and climate change — with global threats that don't stop at borders, strength in numbers through the EU keeps UK families safer and protects our future",3,FALSE
The climate change committee says that the Government is way off target with its climate change commitments and carbon targets.,3,FALSE
there is no scientific consensus that climate change global warming is real or caused by humans,3,FALSE
there is no definitive scientific proof through real-world observation that carbon dioxide is responsible for any of the slight warming of the global climate,3,FALSE
A 1912 newspaper article predicted coal-fueled climate change,3,FALSE
Says Republican U.S. Sen. Ron Johnson “called climate change ‘bull----’ during a record heatwave” and “raked in over $700k in fossil fuel cash.”,3,FALSE
“84% of all new electric capacity planned to come onto the electric grid this year is clean energy.”,3,FALSE
"“Over the past two years, climate and weather disaster damage has cost the U.S. over $400 billion.”",3,FALSE
"Says Joe Biden ""I passed one of the first climate change bills in the United States Senate in 1987.""",3,FALSE
"""The forest fires were so grotesque last year that we had the worst air in the world in Washington.""",3,FALSE
“The clothing industry contributes up to 10% of the pollution driving the climate crisis.”,3,FALSE
President-elect Trump has selected a climate change skeptic to head the team in charge of the transition between Obama and Trump’s Environmental Protection Agencies.,3,FALSE
A 14 August 1912 article from a New Zealand newspaper contained a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.,3,FALSE
"""I said back in 1987"" that climate change is an existential threat.",3,FALSE
"The agency held a virtual public hearing and received about 700,000 written comments before finalizing today’s updated air quality standards..",3,FALSE
"Through the Justice40 Initiative, the Federal government is, for the first time in history, working to ensure that at least 40-percent of climate and clean energy investment benefits flow to disad...",3,FALSE
"A recent EPA report estimates these same buildings have the potential to cut their emissions by up to 63% by 2030 through a combination of energy efficiency, electrification, and clean energy, ena...",3,FALSE
"They will mobilize almost $7 of private capital for every $1 of federal funds, ensuring that each public dollar is leveraged for significant private-sector investment..",3,FALSE
"We are seeing strong EV sales growth, with almost five million EVs sold in the US Transportation electrification is no longer a question of ‘if’ but a question of ‘when..",3,FALSE
Colonial also sold over a million gallons of gasoline that failed to meet the applicable volatility standard which is intended to reduce evaporative emissions during the summer season from gasolin...,3,FALSE
Land-based sources account for up to 80% of plastic waste that pollutes waterways and oceans..,3,FALSE
Nuclear power accounts for about one-fifth of U.S. electricity production.,3,FALSE
"The agencies received 88 distinct public comments, including a sign-on letter from over 6,000 members from biotechnology developers, producers, manufacturers, non-governmental organizations and ac...",3,FALSE
"In 2023 alone, the Administration took nearly 100 actions, with coordination by the White House Methane Task Force, to bolster methane detection and reduce methane pollution from oil and gas opera...",3,FALSE
"Fossil fuels (petroleum, coal, and natural gas) accounted for nearly 80% of U.S. energy production—both electricity generation and energy consumed directly—in 2020.",3,FALSE
"If released into the atmosphere, these HFCs are the equivalent of 22,365 metric tons of carbon dioxide (“CO2”) or the same amount of CO2 produced from powering 4,414 homes with electricity for a y...",3,FALSE
Irrigation accounts for 70% of all groundwater withdrawals nationwide. More infrastructure failures.,3,FALSE
"Hundreds of independent and governmental scientific organizations have released similar statements, both in the United States and worldwide, including the World Meteorological OrganizationExit EPA...",3,FALSE
"This final rule under the Clean Air Act is the most significant update since MATS was first issued in February 2012, building on highly successful and cost-effective protections..",3,FALSE
Multiple seasons of record low precipitation and near-record high temperatures were the main triggers of the drought.,3,FALSE
There is a 28.7% decrease in emissions since 2011 reflecting the long-term shifts in power sector fuel-stock from coal to natural gas..,3,FALSE
The Partnership represents more than one-third of the US food retail industry..,3,FALSE
"At the coldest part of the last glacial period (or ice age), the average global temperature was about 11°F colder than it is today.",3,FALSE
"“By developing these standards in a clear, transparent, inclusive manner, EPA is cutting pollution while ensuring that power companies can make smart investments and continue to deliver reliable e...",3,FALSE
"Under these new standards, the heavy-duty industry is expected to realize annualized savings of $3.5 billion compared to annualized costs of about $1.1 billion from 2027 through 2055..",3,FALSE
"While reductions in all aerosols can lead to more warming, targeted reductions in black carbon emissions can reduce global warming.",3,FALSE
"EPA projects an increase in US auto manufacturing employment in response to these final standards, consistent with the broader Biden-Harris Administration commitment to create good-paying, union j...",3,FALSE
"It’s important to protect vehicle choice – the number of available models has doubled in the last three years, and in the last year sticker prices are down 20%..",3,FALSE
"Hurricane Katrina is the costliest hurricane on record, incurring damages totaling $182.",3,FALSE
"Today, March 20, the US Environmental Protection Agency finalized the strongest pollution standards for passenger cars, light-duty trucks, and medium-duty vehicles in history..",3,FALSE
Adults aged 55–69 have the highest numbers of confirmed and probable cases of Lyme disease in the United States.,3,FALSE
Irrigation accounts for 70% of all groundwater withdrawals nationwide.,3,FALSE
"In April, EPA finalized a rulemaking under the Significant New Alternatives Policy (SNAP) program that listed new refrigerant options for use in retail food refrigeration, residential and light co...",3,FALSE
HFCs are a super climate pollutant with global warming potentials hundreds to thousands of times higher than CO2..,3,FALSE
Today transportation contributes more to the climate crisis than any other sector in the United States..,3,FALSE
"Between 1990 and 2023, annual emissions of SO2 from power plants fell by 96% and annual emissions of NOX from power plants fell by 90%..",3,FALSE
"“We are proud to join HUD and EPA to call for utility companies to provide accurate usage data and maximize the ability for all households – including renters – to live in more comfortable, energy...",3,FALSE
"The estimated economic impact of asthma is more than $80 billion per year from direct and indirect costs, such as missed school and workdays..",3,FALSE
"Since 2000, bark beetles are thought to have damaged as much forest area as wildfires. More invasive species in forests.",3,FALSE
"In 2020, wildfires burned over 10 million acres of U.S. lands, the highest-ever amount on record.",3,FALSE
"Today and yesterday, three defendants were sentenced to prison time for their crimes, and another three were sentenced to probation..",3,FALSE
"During cool glacial periods, carbon dioxide levels were lower.",3,FALSE
"Until 2021, its Swinerton Renewable Energy division was the country’s leading constructor of utility-scale solar farms..",3,FALSE
"U.S. households with above-average food insecurityExit EPA’s website include those with an income below the poverty threshold, those headed by a single woman, and those with Black or Hispanic owne...",3,FALSE
"Since 2000, bark beetles are thought to have damaged as much forest area as wildfires.",3,FALSE
